prompt,Data_address,Label,Related,problem type
"A logistics company is responsible for transporting a certain product from two factories (supply points: F1, F2) to two retailers (demand points: R1, R2). It can also utilize two warehouses (transshipment points: T1, T2) for transfer. F1 can supply up to p_1 units of the product per day, and F2 can supply up to p_2 units per day. R1 requires at least d_1 units per day, and R2 requires at least d_2 units per day. There are no storage capacity limitations at the transshipment points. The transportation costs are as follows: from factory F1 to transshipment point T1 is t_11 dollars, to T2 is t_12 dollars; from factory F2 to transshipment point T1 is t_21 dollars, to T2 is t_22 dollars. From transshipment point T1 to retailer R1, the transportation cost is t_31 dollars, to R2 is t_32 dollars. From transshipment point T2 to retailer R1, the cost is t_41 dollars, to R2 is t_42 dollars. The goal is to minimize the total transportation cost while meeting the demands of all retailers and not exceeding the supply capacity of the factories. Let x_11 and x_12 represent the units transported from factory F1 to transshipment points T1 and T2, respectively. Let x_21 and x_22 represent the units transported from factory F2 to transshipment points T1 and T2, respectively. Let y_11 and y_12 represent the units transported from transshipment point T1 to retailers R1 and R2, respectively. Let y_21 and y_22 represent the units transported from transshipment point T2 to retailers R1 and R2, respectively. All decision variables are positive real numbers.Supply capacity:p_1= 265,p_2= 359; Demand:d_1= 842,d_2= 116; Transportation costs:t_11= 160,t_12= 6;t_21= 118,t_22= 503;t_31= 987,t_32= 826;t_41= 555,t_42= 19.",,"Minimize 160x_11 + 6x_12 + 118x_21 + 503x_22 + 987y_11 + 826y_12 + 555y_21 + 19y_22
subject to
    x_11 + x_12 <= 265
    x_21 + x_22 <= 359
    y_11 + y_21 = 842
    y_12 + y_22 = 116
    x_11 + x_21 - y_11 - y_12 = 0
    x_12 + x_22 - y_21 - y_22 = 0
    x_11, x_12, x_21, x_22, y_11, y_12, y_21, y_22 ∈ R+",,transshipment problem with transshipment points
"A food distribution company is responsible for delivering fresh vegetables and fruits from two farms (supply points: F1, F2) to two supermarkets (demand points: R1, R2), and it can use two distribution centers (transshipment points: T1, T2) for transfer. F1 can supply up to p_1 units of products per day. F2 can supply up to p_2 units per day. R1 requires at least d_1 units of products per day. R2 requires at least d_2 units per day. There are no capacity limitations at the transshipment points. Transportation cost information is as follows: The cost from F1 to T1 is t_11 dollars, and to T2 is t_12 dollars. The cost from F2 to T1 is t_21 dollars, and to T2 is t_22 dollars. Transportation costs from the transshipment points to the retailers: From T1 to R1, the cost is t_31 dollars, and to R2 is t_32 dollars. From T2 to R1, the cost is t_41 dollars, and to R2 is t_42 dollars. The goal is to minimize the total transportation cost while meeting the demands of all retailers and not exceeding the supply capacity of the farms. Let x_11 and x_12 represent the units transported from farm F1 to transshipment points T1 and T2, respectively, and x_21 and x_22 represent the units transported from farm F2 to transshipment points T1 and T2, respectively. Let y_11 and y_12 represent the units transported from transshipment point T1 to retailers R1 and R2, respectively, and y_21 and y_22 represent the units transported from transshipment point T2 to retailers R1 and R2, respectively. All variables must be positive integers.Supply capacity: p_1 = 180, p_2 = 270; Demand: d_1 = 420, d_2 = 230; Transportation costs: t_11 = 120, t_12 = 45; t_21 = 95, t_22 = 310; t_31 = 650, t_32 = 480; t_41 = 290, t_42 = 50.",,"Minimize 120x_11 + 45x_12 + 95x_21 + 310x_22 + 650y_11 + 480y_12 + 290y_21 + 50y_22
subject to:
    x_11 + x_12 <= p_1
    x_21 + x_22 <= p_2
    y_11 + y_21 = d_1
    y_12 + y_22 = d_2
    x_11 + x_21 - y_11 - y_12 = 0
    x_12 + x_22 - y_21 - y_22 = 0
    x_11, x_12, x_21, x_22, y_11, y_12, y_21, y_22 ∈ Z+",,transshipment problem with transshipment points
"In a city, there are two factories, F1 and F2, capable of producing chocolate, and two supermarkets, S1 and S2, which require one unit of chocolate each. The factories incur a fixed cost, denoted by f_1 and f_2 , respectively, upon operation. Each supermarket needs to import one unit of chocolate. For supermarket S1, the transportation cost per unit of chocolate from factories F1 and F2 is c_11 and c_12, respectively. Similarly, for supermarket S2, the transportation cost per unit from factories F1 and F2 is c_21 and c_22, respectively. The objective is to determine which factories to open so that the demand of all customers is met while minimizing the total cost. The decision variables y_1 and y_2 are binary variables indicating whether factory F1 and F2 are operational (open). The decision variables x_11, x_12 represent the proportion of the total chocolate supply that supermarket S1 imports from factory F1 and F2. The decision variables x_21, x_22 represent the proportion of the total chocolate supply that supermarket S2 imports from factory F1 and F2. Fixed costs for the factories: f_1 = 10, f_2 = 12; Transportation costs per unit of chocolate: c_11 = 4, c_12 = 6; c_21 = 5, c_22 = 7",,"Minimize 10y_1 + 12y_2 + 4x_11 + 6x_12 + 5x_21 + 7x_22
subject to
    x_11 + x_12 = 1
    x_21 + x_22 = 1
    -y_1 + x_11 <= 0
    -y_1 + x_21 <= 0
    -y_2 + x_12 <= 0
    -y_2 + x_22 <= 0
    y_1, y_2 ∈ {0,1} 
    x_11, x_12, x_21, x_22 ∈ R+",,Uncapacitated Facility Location Problem
"In an orchard, there are two juice processing plants, Plant A and Plant B, capable of producing orange juice. Nearby, there are two juice stores, Store C and Store D, each requiring one unit of orange juice. Each processing plant incurs a fixed cost, denoted by a_1 and a_2, respectively, upon operation. Store C has transportation costs per unit of orange juice from Plant A and Plant B, denoted as t_11 and t_12, respectively. Similarly, Store D has transportation costs per unit from Plant A and Plant B, denoted as t_21 and t_22, respectively. The objective is to determine which processing plants to operate so that the demand of all stores is met while minimizing the total cost. The decision variables y_1 and y_2 are binary variables indicating whether Plant A and Plant B are operational (open). The decision variables x_11 and x_12 represent the proportion of the total orange juice supply that Store C imports from Plant A and Plant B. The decision variables x_21 and x_22 represent the proportion of the total orange juice supply that Store D imports from Plant A and Plant B.Fixed costs for the plants: f_1 = 15, f_2 = 20; Transportation costs per unit of orange juice: c_11 = 3, c_12 = 8; c_21 = 6, c_22 = 4",,"Minimize 15y_1 + 20y_2 + 3x_11 + 8x_12 + 6x_21 + 4x_22
subject to
    x_11 + x_12 = 1
    x_21 + x_22 = 1
    -y_1 + x_11 <= 0
    -y_1 + x_21 <= 0
    -y_2 + x_12 <= 0
    -y_2 + x_22 <= 0
    y_1,y_2 ∈ {0, 1} 
    x_11, x_12, x_21, x_22 ∈ R+",,Uncapacitated Facility Location Problem
"In an urban area, there are three power plants, Plant X, Plant Y, and Plant Z, that can generate electricity for the city. The city has three districts, District A, District B, and District C, each requiring one unit of electricity. Each power plant incurs a fixed operating cost, denoted by x_1, y_1, and z_1, respectively, when generating electricity. The cost of transmitting one unit of electricity from Plant X, Plant Y, and Plant Z to District A is t_11, t_12, and t_13, respectively. Similarly, the transmission costs for sending electricity from the three plants to District B are t_21, t_22, and t_23, and to District C are t_31, t_32, and t_33. The goal is to decide which power plants should be operational to supply electricity to all three districts while minimizing the total cost. The decision variables y_1, y_2, and y_3 are binary variables indicating whether Plant X, Plant Y, and Plant Z are operational (open). The decision variables x_11, x_12, and x_13 represent the proportion of electricity that District A receives from Plants X, Y, and Z, respectively. Similarly, x_21, x_22, and x_23 represent the electricity supply proportions for District B, and x_31, x_32, and x_33 for District C.Fixed costs for the power plants: x_1 = 62, y_1 = 79, z_1 = 63; Transportation costs per unit of electricity: t_11 = 61, t_12 = 26, t_13 = 12; t_21 = 72, t_22 = 97, t_23 =29; t_31 = 60, t_32 = 36, t_33 = 30",,"Minimize 62y_1 + 79y_2 + 63y_3 + 61x_11 + 26x_12 + 12x_13 + 72x_21 + 97x_22 + 29x_23 + 60x_31 + 36x_32 + 30x_33
subject to
    x_11 + x_12 + x_13 = 1
    x_21 + x_22 + x_23 = 1
    x_31 + x_32 + x_33 = 1
    -y_1 + x_11 <= 0
    -y_1 + x_21 <= 0
    -y_1 + x_31 <= 0
    -y_2 + x_12 <= 0
    -y_2 + x_22 <= 0
    -y_2 + x_32 <= 0
    -y_3 + x_13 <= 0
    -y_3 + x_23 <= 0
    -y_3 + x_33 <= 0
     y_1, y_2, y_3 ∈ {0,1} 
     x_11, x_12, x_13, x_21, x_22, x_23, x_31, x_32, x_33 ∈ R+",,Uncapacitated Facility Location Problem
"In a large logistics network, there are three warehouses: Warehouse A, Warehouse B, and Warehouse C. These warehouses need to supply goods to three distribution centers: Distribution Center 1, Distribution Center 2, and Distribution Center 3. Each distribution center requires exactly one unit of goods. Each warehouse has a fixed operating cost, denoted as x_1, y_1, and z_1 respectively. The cost to deliver one unit of goods from Warehouse A, Warehouse B, and Warehouse C to Distribution Center 1 is t_11, t_12, and t_13 respectively. Similarly, the delivery costs from the warehouses to Distribution Center 2 are t_21, t_22, and t_23, and to Distribution Center 3 are t_31, t_32, and t_33. The goal is to determine which warehouses should be operational to supply all three distribution centers while minimizing the total cost. The decision variables y_1, y_2, and y_3 are binary variables indicating whether Warehouse A, Warehouse B, and Warehouse C are operational (open). The decision variables x_11, x_12, and x_13 represent the proportion of goods that Distribution Center 1 receives from Warehouses A, B, and C respectively. Similarly, x_21, x_22, and x_23 represent the proportions for Distribution Center 2, and x_31, x_32, and x_33 represent the proportions for Distribution Center 3.Fixed costs for the warehouses: x_1 = 52, y_1 = 61, z_1 = 69; Transportation costs per unit of good: t_11 = 33, t_12 = 29, t_13 = 41; t_21 = 37, t_22 = 42, t_23 =46; t_31 = 44, t_32 = 38, t_33 = 52",,"Minimize 52y_1 + 61y_2 + 69y_3 + 33x_11 + 29x_12 + 41x_13 + 37x_21 + 42x_22 + 46x_23 + 44x_31 + 38x_32 + 52x_33
subject to
    x_11 + x_12 + x_13 = 1
    x_21 + x_22 + x_23 = 1
    x_31 + x_32 + x_33 = 1
    -y_1 + x_11 <= 0
    -y_1 + x_21 <= 0
    -y_1 + x_31 <= 0
    -y_2 + x_12 <= 0
    -y_2 + x_22 <= 0
    -y_2 + x_32 <= 0
    -y_3 + x_13 <= 0
    -y_3 + x_23 <= 0
    -y_3 + x_33 <= 0
    y_1,y_2,y_3 ∈ {0,1} 
    x_11,x_12,x_13,x_21,x_22,x_23,x_31,x_32,x_33 ∈ R+",,Uncapacitated Facility Location Problem
"A logistics team uses two types of transportation: trucks and drones. Each truck trip takes 4 minutes to complete, and each drone trip takes 8 minutes. For operational efficiency, at least 200 truck trips must be made each day. In total, at least 300 trips (truck + drone combined) are required to meet delivery demand. However, due to battery limits, the number of truck trips must not exceed twice the number of drone trips.
Determine how many trips of each type should be made to minimize the total delivery time.",,"Minimize  
    4x + 8y

Subject to  
    x >= 200                 (at least 200 truck trips)  
    x + y >= 300             (at least 300 total trips)  
    x <= 2y                 (truck trips <= twice drone trips)  
    x ∈ Z+, y ∈ Z+          (non-negative integers)",,Transportation Problem
"A medical diagnostics center offers two types of imaging services: X-rays and MRIs. Each X-ray requires 35 minutes of patient preparation and 90 minutes of imaging machine time, while each MRI requires 25 minutes of preparation and 130 minutes of machine time. The center has 6,000 minutes available each week for preparation and 21,000 minutes for machine operation. For equipment maintenance reasons, no more than 110 MRIs can be scheduled per week. Moreover, in order to meet local healthcare service standards, at least 90 X-rays must be performed weekly. The center earns $260 for each X-ray and $370 for each MRI. The goal is to determine how many of each type of scan to perform in order to maximize total weekly revenue.",,"Maximize  
    260x + 370y

Subject to  
    35x + 25y <= 6000          (preparation time constraint)  
    90x + 130y <= 21000        (machine time constraint)  
    y <= 110                   (MRI upper limit)  
    x >= 90                    (X-ray lower limit)  
    x ∈ Z+, y ∈ Z+            (non-negative integers)",,Resource Allocation Problem
"A 3D printing studio produces prototype parts and precision molds for engineering clients. Each prototype part requires 1.8 hours on the printer and 0.5 hours of technician supervision, bringing in a $25 profit. Each precision mold requires 1.2 hours of printer time and 1.8 hours of technician supervision, bringing in a $45 profit. Each day, the studio has a maximum of 72 hours of printer time and 36 hours of technician supervision available. Determine how many of each item to produce daily to maximize total profit.",,"Maximize  
    25x + 45y

Subject to  
    1.8x + 1.2y <= 72         (printer time constraint)  
    0.5x + 1.8y <= 36         (technician supervision time constraint)  
    x ∈ Z+, y ∈ Z+           (non-negative integers)",,Resource Allocation Problem
"A film production team needs to move camera and lighting equipment between studios. They can choose between compact carriers and power trailers. Each compact carrier transports 4 kg of equipment per minute and requires 3 crew members. Each power trailer transports 6 kg per minute and requires 5 crew members. Due to operational needs, at least 10 power trailers must be used. However, to avoid over-reliance on trailers, no more than 35% of the total transportation can be handled by trailers. The team must transport equipment at a combined rate of at least 120 kg per minute. Determine how many of each transport method should be deployed to minimize the total number of crew members.",,"Minimize  
    3x + 5y

Subject to  
    4x + 6y >= 120           (transportation requirement)  
    y >= 10                  (minimum trailers used)  
    4x - 11.077y >= 0        (trailers <= 35% of total transport)  
    x ∈ Z+, y ∈ Z+          (non-negative integers)",,Transportation Problem
"A beverage factory produces two types of bottled drinks: Vitamin Water and Sparkling Water. Due to rising consumer demand, the factory aims to produce four times as many Vitamin Waters as Sparkling Waters. Each bottle of Vitamin Water requires 6 units of extract and 3 units of syrup, while each Sparkling Water requires 3 units of extract and 2 units of syrup. To ensure product diversity, the factory must produce at least 40 bottles of Sparkling Water. The available resources include 1200 units of extract and 500 units of syrup. The objective is to maximize the total number of drinks produced.",,"Maximize  
    x + y

Subject to  
    6x + 3y <= 1200          (extract constraint)  
    3x + 2y <= 500           (syrup constraint)  
    x - 4y = 0              (production ratio: Vitamin = 4 × Sparkling)  
    y >= 40                 (minimum Sparkling Water requirement)  
    x ∈ Z+, y ∈ Z+          (integer variables)",,Resource Allocation Problem
"A supermarket sells apples and bananas by weight (in kilograms), and oranges by boxes (each box contains 5 kg). Apples yield a profit of ￥1.2/kg, bananas ￥1.0/kg, and oranges ￥4 per box. The total weight of all fruits must not exceed 300 kg. The purchasing cost is ￥4/kg for apples, ￥3/kg for bananas, and ￥20/box for oranges. The total cost must not exceed ￥800. Determine the optimal sales quantities to maximize total profit.",,"Maximize
    1.2 * x1 + 1.0 * x2 + 4 * x3

Subject to
    x1 + x2 + 5 * x3 <= 300
    4 * x1 + 3 * x2 + 20 * x3 <= 800
    x1 >= 0, x2 >= 0
    x3 ∈ Z+",,Knapsack Problem
"A construction site requires allocation of cement and pallets of bricks. Each ton of cement costs ￥100 and each pallet of bricks costs ￥80. A pallet weighs about 0.1 tons. The total weight of materials must not exceed 50 tons and the total cost must not exceed ￥5,000. Determine how much cement (in tons) and how many pallets of bricks to use in order to minimize cost.",,"Minimize
    100 * x1 + 80 * x2

Subject to
    x1 + 0.1 * x2 <= 50
    100 * x1 + 80 * x2 <= 5000
    x1 >= 0
    x2 ∈ Z+",,Knapsack Problem
"A farm sells carrots and potatoes by the kilogram, and cabbages by count (each cabbage weighs approximately 2.5 kg). The profit per kg of carrots is ￥2, potatoes ￥1.8, and cabbages ￥6 per head. The total storage capacity is 1000 kg. Determine how many kilograms of carrots and potatoes, and how many cabbages to sell to maximize profit.",,"Maximize
    2 * x1 + 1.8 * x2 + 6 * x3

Subject to
    x1 + x2 + 2.5 * x3 <= 1000
    x1 >= 0, x2 >= 0
    x3 ∈ Z+",,Resource Allocation Problem
"A factory produces bottled water in two sizes: 500ml and 1L. Each 500ml bottle sells for ￥20 and each 1L bottle for ￥35. Each bottle requires an equal amount of water as its volume. A maximum of 200 liters of water can be used per day, and no more than 300 total bottles may be produced. Determine the number of bottles of each type to maximize profit.",,"Maximize
    20 * x1 + 35 * x2

Subject to
    0.5 * x1 + 1.0 * x2 <= 200
    x1 + x2 <= 300
    x1 ∈ Z+, x2 ∈ Z+",,Resource Allocation Problem
A clothing factory produces T-shirts and jeans. Each T-shirt requires 1 meter of fabric and each pair of jeans requires 1.5 meters. The profit is ￥15 per T-shirt and ￥28 per pair of jeans. The available fabric is 500 meters. Total production must not exceed 300 garments. Determine how many T-shirts and jeans to produce to maximize profit.,,"Maximize
    15 * x1 + 28 * x2

Subject to
    x1 + 1.5 * x2 <= 500
    x1 + x2 <= 300
    x1 ∈ Z+, x2 ∈ Z+",,Resource Allocation Problem
"A large electronic product distributor purchases smart phones at the beginning of the year based on the quarterly market conditions and sells a portion of them in the current quarter. The remaining inventory continues to be sold or stored in the next quarter.

The maximum storage capacity of the warehouse is 100,000 units. The inventory cost is calculated at (a+bu) (a+bu) yuan per unit, where a=70, A =70, b=100, B =100, and uu represents the inventory time (measured in quarters).

The purchase prices, selling prices and expected maximum sales volumes of each quarter are shown in Table 1-18:Table 1-18
\begin{tabular}{c|c|c|c}
\hline Quarter & Buying Price (10,000 yuan/$10,000 \mathrm{m}^2$) & Selling Price (10,000 yuan/$10,000 \mathrm{m}^2$) & Projected Maximum Sales Volume ($10,000 \mathrm{m}^3$) \\
\hline Winter & 310 & 325 & 180 \\
Spring & 330 & 340 & 160 \\
Summer & 360 & 365 & 260 \\
Autumn & 350 & 355 & 160 \\
\hline
\end{tabular}
To avoid out-of-season loss of products, all inventories must be completely cleared by the end of autumn.
Please establish a linear programming model to maximize the annual profit of this distributor.",,"Maximize (-55) y_{11} + (-140) y_{12} + (-215) y_{13} + (-225) y_{14}
+ (-60) y_{22} + (-135) y_{23} + (-145) y_{24}
+ (-65) y_{33} + (-175) y_{34}
+ (-65) y_{44}

Subject to:
  y_{11}                        <= 180
  y_{12} + y_{22}               <= 160
  y_{13} + y_{23} + y_{33}      <= 260
  y_{14} + y_{24} + y_{34} + y_{44} <= 160

  y_{12} + y_{13} + y_{14}                     <= 100000
  y_{13} + y_{14} + y_{23} + y_{24}            <= 100000
  y_{14} + y_{24} + y_{34}                     <= 100000

  y_{ij} >= 0   for all 1 <= i <= j <= 4",,others
"A premium pet‐food company is developing a 600 g batch of high-fiber dog kibble. They can blend four vegetable meals—okra meal, carrot pulp, celery stems, and cabbage flakes—and one of three protein meals—salmon meal, beef meal, or pork meal.

Nutrition & Cost Data (per 100 g):

    Fiber content: okra 4.2 g, carrots 1.7 g, celery 2.8 g, cabbage 3.1 g

    Protein meals: salmon, beef, or pork (must choose exactly one)

    Prices: salmon $4.2, beef $2.60, pork $2.20; okra $3.30, carrots $1.60, celery $1.40, cabbage $2.10

Formulation requirements:

    Total batch weight = 800 g.

    Protein mass >= 300 g (so at least 300 g of the selected protein meal).

    At least two of the four vegetable ingredients must be included (i.e. positive amounts).

    Total ingredient cost <= $23.

Choose the gram amounts of each ingredient to maximize total fiber in the 600 g batch.",,"Maximize 4.2x1​+1.7x2​+2.8x3​+3.1x4​
Subject to:
3.3x1​+1.6x2​+1.4x3​+2.1x4​+4.2y1​+2.6y2​+2.2y3​<=23,
x1​+x2​+x3​+x4​+y1​+y2​+y3​=8,
y1​+y2​+y3​>=3,
yj​<=8sj​,j=1,2,3,
s1​+s2​+s3​=1,sj​∈{0,1},
xi​<=8zi​,i=1,2,3,4,
z1​+z2​+z3​+z4​>=3,
zi​∈{0,1},xi​>=0,yj​>=0.",,others
"A publishing company prints two products each month:Documentary Magazines, Corporate Brochures. Both products first go through the Printing Workshop and then the Binding Workshop:

    Printing one magazine takes 2 hours in the Printing Workshop and 1 hour in the Binding Workshop.

    Printing one brochure takes 1 hour in the Printing Workshop and 3 hours in the Binding Workshop.

The Printing Workshop operates at $95 per hour and has 200 hours available each month (with up to 35 hours of overtime allowed).
The Binding Workshop operates at $35 per hour and has 150 hours available each month.

After production, each magazine incurs $25 in inspection and distribution costs, and each brochure $65. The total inspection and distribution cost must not exceed $5000 per month.

Forecasted monthly minimum demand is 100 magazines and 50 brochures.

Please determine a monthly production plan that meets these requirements and minimizes total cost.",,"Minimize Z=95*(2x1+x2)+35*(x1+3x2)
Subject to
25x1+65x2<=5000,
x1>=100, x2>=50,
2x1+x2<=200+u,
u<=35,u>=0,
x1+3x2<=150,
x1​>=0,x2​>=0,u>=0.",,others
"A national library needs to transport 2400 precious books from the central repository to three branch libraries for exhibition. The available delivery methods include: large trucks, standard vans, bicycle express delivery and solar-powered driverless vehicles. Due to considerations of insurance and regulatory costs, one can only choose between the minivan and the solar-powered driverless vehicle.

Each trip of large trucks generates an operational risk of 120 units. 75 units of minivan Bicycle express delivery: 35 units Solar-powered unmanned vehicle 5 units.

Large trucks should be used at least 12 times to ensure stability.

The book carrying capacities of large trucks, vans, bicycle delivery vehicles and solar-powered unmanned vehicles are 100, 60, 30 and 60 books per trip respectively.

It is necessary to ensure that the total number of books transported is no less than 1,800. Please design a transportation plan to minimize the total operational risk of all trips.",,"Minimize 120x1​+75x2​+35x3​+5x4​
Subject to
x2​<=40*y2​
x4​<=40*y4​
y2​+y4​=1
x1​>=12
100*x1​+60*x2​+30*x3​+60*x4​>=2400
xi​∈Z>=0, i=1,2,3,4;   y2,y4​∈{0,1}",,others
"A five-star hotel must prepare catering for three themed banquets:

    Banquet 1 can be handled either by a single head chef alone or by a team of 1 head chef + 2 assistant chefs.

    Banquet 2 can be handled by either a head chef alone or an assistant chef alone.

    Banquet 3 can be handled either by a team of 6 assistant chefs or by 1 head chef leading 4 assistant chefs.

Head chefs earn a weekly wage of ¥120 and assistant chefs earn ¥90. Each works a nominal 50 hours/week, but due to meetings and prep work their effective weekly hours are 45 and 35 respectively. To complete the banquets the hotel needs

    Banquet 1: 8 000 effective chef-hours

    Banquet 2: 25 000 effective chef-hours

    Banquet 3: 20 000 effective chef-hours

At most 300 head chefs and 700 assistant chefs can be hired. Determine how many of each to recruit so as to minimize total weekly wage cost.",,"Minimize 120H+90A
Subject to
45z11 + 115z12 >= 8000
45z21 + 35z22 >= 25000
210z31 + 185z32 >= 20000
z11 + z12 + z21 + z32 <=300
2z12 + z22 + 6z31 + 4z32 <=700
zij​∈Z>=0​,i=1,2,3; j=1,2",,others
"An international humanitarian aid organization needs to airlift a batch of relief supplies to the disaster-stricken area. The existing parameters of standard freight containers are as follows:
Maximum load capacity: 55 tons
Minimum loading requirement: 20 tons
Internal dimensions: 16.0m × 3.0m × 3.0m (length × width × height), that is, the maximum internal volume is 144m ³
This batch of disaster relief supplies is divided into five categories. The total quantity, individual weight and individual volume dimensions are respectively:
Medical tents (A) : 100 pieces, each weighing 0.6 tons, with a volume of 0.70m × 1.2m × 1.2m
Portable water purification device (B) : 80 pieces, each piece weighing 1.2 tons, volume 0.25m × 2.2m × 2.2m
First aid Kit (C) : 250 pieces, each weighing 0.35 tons, with a volume of 0.40m × 1.8m × 1.1m
Lighting group (D) : 100 pieces, each piece weighs 0.55 tons, and the volume is 0.22m × 3.2m × 1.1m
Thermal insulation blanket (E) : 140 pieces, each piece weighs 0.7 tons, and the volume is 0.20m × 5.5m × 1.2m
Packing requirements and constraints
Minimum loading capacity: The total weight of each container must not be less than 20 tons.
Maximum load and volume limits: The total weight of each container must not exceed 55 tons, and the total volume must not exceed 144 cubic meters.
Matching constraints: If at least one medical tent (A) is loaded in a certain container, then at least two first aid kits (C) must be loaded in this container. If only the first aid kit is installed, this restriction does not apply.
Global loading volume: All the pieces of the above-mentioned various materials (A:100, B:80, C:250, D:100, E:140) must be loaded into certain containers.
Packing plan objective
Under the premise of meeting the above-mentioned upper and lower weight limits, upper volume limits, matching constraints and total shipment requirements, design the container loading scheme to minimize the number of containers used.",,"Minimize
  Σ_{k=1}^{20} y_k

Subject to
  0.6 x_{A,k} + 1.2 x_{B,k} + 0.35 x_{C,k} + 0.55 x_{D,k} + 0.7 x_{E,k} <= 55 y_k,   k = 1,…,20
  0.6 x_{A,k} + 1.2 x_{B,k} + 0.35 x_{C,k} + 0.55 x_{D,k} + 0.7 x_{E,k} >= 20 y_k,   k = 1,…,20
  1.008 x_{A,k} + 1.21 x_{B,k} + 0.792 x_{C,k} + 0.7744 x_{D,k} + 1.32 x_{E,k} <= 144 y_k,   k = 1,…,20

  x_{C,k} >=  2 z_{A,k},                 k = 1,…,20
  x_{A,k} <= 100 z_{A,k},                k = 1,…,20
  z_{A,k} <= y_k,                        k = 1,…,20

  x_{i,k} <= d_i y_k,   (d_A=100, d_B=80, d_C=250, d_D=100, d_E=140),
                      i ∈ {A,B,C,D,E}, k = 1,…,20

  Σ_{k=1}^{20} x_{A,k} = 100
  Σ_{k=1}^{20} x_{B,k} =  80
  Σ_{k=1}^{20} x_{C,k} = 250
  Σ_{k=1}^{20} x_{D,k} = 100
  Σ_{k=1}^{20} x_{E,k} = 140

Variable domains
  x_{i,k} ∈ ℤ_{>=0}
  z_{A,k} ∈ {0,1}
  y_k    ∈ {0,1}",,others
"A regional food bank needs to supply at least 300 emergency food boxes each month. They can order boxes from three certified packers:

    Packer A: $50 per box, but each order comes in a batch of 20 boxes.

    Packer B: $30 per box, batches of 10.

    Packer C: $40 per box, batches of 10.

Orders must be whole batches (no partial batches). If the food bank orders from Packer A at all, it must also order at least 10 boxes (one full batch) from Packer B. Likewise, if they order from Packer B at all, they must place at least one batch (10 boxes) with Packer C.
Determine how many batches to order from each packer to meet the minimum 100-box requirement at the lowest total cost.",,"Minimize Z=1000xA​+300xB​+400xC
Subject to
20xA​+10xB​+10xC​>=300,
xA​<=10zA​,zA​<=xA​,
xB​<=10zB​,zB​<=xB​,
xC​<=10zC​,zC​<=xC​,
zA​<=zB​,zB​<=zC​,
xA​,xB​,xC​∈Z>=0​,zA​,zB​,zC​∈{0,1}.",,others
"To ensure smooth operations at an international airport, a team of security staff must be scheduled to work at all times throughout a 24-hour day. Based on passenger flow during different time periods, the required number of on-duty security staff is as follows:
 • 2:00–6:00: 25 staff
 • 6:00–10:00: 15 staff
 • 10:00–14:00: 20 staff
 • 14:00–18:00: 17 staff
 • 18:00–22:00: 22 staff
 • 22:00–2:00: 12 staff

Each security staff member works for 8 consecutive hours, and their shifts can only start at 2:00, 6:00, 10:00, 14:00, 18:00, or 22:00. The airport can assign both regular and contract security personnel. Regular staff earn $15/hour, while contract staff earn $20/hour.

Determine how many regular and contract staff should be assigned to each shift to minimize the total labor cost, while meeting hourly demand.",,"Minimize
    1200*(x1 + x2 + x3 + x4 + x5 + x6) + 1600*(y1 + y2 + y3 + y4 + y5 + y6)

Subject to
    x1 + y1 + x6 + y6 >= 25      
    x1 + y1 + x2 + y2 >= 15      
    x2 + y2 + x3 + y3 >= 20      
    x3 + y3 + x4 + y4 >= 17      
    x4 + y4 + x5 + y5 >= 22      
    x5 + y5 + x6 + y6 >= 12      

    x1, x2, x3, x4, x5, x6 ∈ Z⁺
    y1, y2, y3, y4, y5, y6 ∈ Z⁺",,others
"university research office receives a 300,000 yuan research fund to allocate between two projects. Project A is short-term and yields a 60% return after one year. Project B is a long-term development project that yields a 150% return but takes exactly two years to mature. The funds can be reinvested once matured. The office can reallocate earnings each year, but Project B requires exactly two-year commitments. By the end of the third year, the office wants to maximize the total amount of funds available. How should the office allocate the funds?",,"Maximize Z = 1.6x3 + 2.5y1 + 2.5y2
Subject to:
x1 + y1 <= 300000                            
x2 + y2 <= 1.6x1                             
x3 <= 1.6x2 + 2.5y1                            
x1, x2, x3, y1, y2 >= 0",,others
